api_context,name,method,path,summary,description,tags,roles,path_parameters,request_body,response_body,error_codes,route_pattern,source_file
v3_0_0,getAccountsHeld,GET,/banks/BANK_ID/accounts-held,Get Accounts Held,"Get Accounts held by the current User if even the User has not been assigned the owner View yet. Can be used to onboard the account to the API - since all other account and transaction endpoints require views to be assigned. ${accountTypeFilterText(""/banks/BANK_ID/accounts-held"")} ",Psd2; Account; PSD2AIS; View,,BANK_ID,createCoreAccountsByCoreAccountsJSON,,UnknownError,"""banks"" :: BankId(bankId) :: ""accounts-held"" :: Nil",APIMethods300.scala
v3_0_0,getAggregateMetrics,GET,/management/aggregate-metrics,Get Aggregate Metrics,"Returns aggregate metrics on api usage eg. total count, response time (in ms), etc. Should be able to filter on the following fields eg: /management/aggregate-metrics?from_date=$DateWithMsExampleString&to_date=$DateWithMsExampleString&consumer_id=5 &user_id=66214b8e-259e-44ad-8868-3eb47be70646&implemented_by_partial_function=getTransactionsForBankAccount &implemented_in_version=v3.0.0&url=/obp/v3.0.0/banks/gh.29.uk/accounts/8ca8a7e4-6d02-48e3-a029-0b2bf89de9f0/owner/transactions &verb=GET&anon=f",,,,,,,"""management"" :: ""aggregate-metrics"" :: Nil",APIMethods300.scala
v3_0_0,addScope,POST,/consumers/CONSUMER_ID/scopes,Create Scope for a Consumer,"Create Scope. Grant Role to Consumer. Scopes are used to grant System or Bank level roles to the Consumer (App). (For Account level privileges, see Views) For a System level Role (.e.g CanGetAnyUser), set bank_id to an empty string i.e. ""bank_id"":"""" For a Bank level Role (e.g. CanCreateAccount), set bank_id to a valid value e.g. ""bank_id"":""my-bank-id"" ",Scope; Consumer,CreateScopeAtOneBank; CreateScopeAtAnyBank,CONSUMER_ID,SwaggerDefinitionsJSON,,ConsumerNotFound; UnknownError,"""consumers"" :: consumerId :: ""scopes"" :: Nil",APIMethods300.scala
v3_0_0,deleteScope,DELETE,/consumers/CONSUMER_ID/scope/SCOPE_ID,Delete Consumer Scope,Delete Consumer Scope specified by SCOPE_ID for an consumer specified by CONSUMER_ID Authentication is required and the user needs to be a Super Admin. Super Admins are listed in the Props file. ,Scope; Consumer,,CONSUMER_ID; SCOPE_ID,,,EntitlementNotFound; UnknownError,"""consumers"" :: consumerId :: ""scope"" :: scopeId :: Nil",APIMethods300.scala
v3_0_0,getScopes,GET,/consumers/CONSUMER_ID/scopes,Get Scopes for Consumer,Get all the scopes for an consumer specified by CONSUMER_ID ${userAuthenticationMessage(true)} ,Scope; Consumer,,CONSUMER_ID,createScopeJSONs,,EntitlementNotFound; UnknownError,"""consumers"" :: consumerId :: ""scopes"" :: Nil",APIMethods300.scala
v3_0_0,getBanks,GET,/banks,Get Banks,Get banks on this API instance Returns a list of banks supported on this server: * ID used as parameter in URLs * Short and full name of bank * Logo URL * Website,,,,banksJSON,,,"case ""banks"" :: Nil JsonGet",APIMethods300.scala
v3_0_0,bankById,GET,/banks/BANK_ID,Get Bank,Get the bank specified by BANK_ID Returns information about a single bank specified by BANK_ID including: * Short and full name of bank * Logo URL * Website,,,BANK_ID,createBankJSON400,,,"""banks"" :: BankId(bankId) :: Nil",APIMethods300.scala
v3_1_0,getCheckbookOrders,GET,/banks/BANK_ID/accounts/ACCOUNT_ID/VIEW_ID/checkbook/orders,Get Checkbook orders,${mockedDataText(false)}Get all checkbook orders,,,BANK_ID; ACCOUNT_ID; VIEW_ID,,,,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ViewId(viewId) :: ""checkbook""  :: ""orders"" :: Nil",APIMethods310.scala
v3_1_0,getStatusOfCreditCardOrder,GET,/banks/BANK_ID/accounts/ACCOUNT_ID/VIEW_ID/credit_cards/orders,Get status of Credit Card order ,${mockedDataText(false)}Get status of Credit Card orders Get all orders ,,,BANK_ID; ACCOUNT_ID; VIEW_ID; _,,,,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ViewId(viewId) :: ""credit_cards""  :: ""orders"" :: Nil",APIMethods310.scala
v3_1_0,getTopAPIs,GET,/management/metrics/top-apis,Get Top APIs,"Get metrics about the most popular APIs. e.g.: total count, response time (in ms), etc. Should be able to filter on the following fields eg: /management/metrics/top-apis?from_date=$epochTimeString&to_date=$DefaultToDateString&consumer_id=5 &user_id=66214b8e-259e-44ad-8868-3eb47be70646&implemented_by_partial_function=getTransactionsForBankAccount &implemented_in_version=v3.0.0&url=/obp/v3.0.0/banks/gh.29.uk/accounts/8ca8a7e4-6d02-48e3-a029-0b2bf89de9f0/owner/transactions &verb=GET&anon=false&app_",,,,,,,"""management"" :: ""metrics"" :: ""top-apis"" :: Nil",APIMethods310.scala
v3_1_0,getMetricsTopConsumers,GET,/management/metrics/top-consumers,Get Top Consumers,"Get metrics about the top consumers of the API usage e.g. total count, consumer_id and app_name. Should be able to filter on the following fields e.g.: /management/metrics/top-consumers?from_date=$epochTimeString&to_date=$DefaultToDateString&consumer_id=5 &user_id=66214b8e-259e-44ad-8868-3eb47be70646&implemented_by_partial_function=getTransactionsForBankAccount &implemented_in_version=v3.0.0&url=/obp/v3.0.0/banks/gh.29.uk/accounts/8ca8a7e4-6d02-48e3-a029-0b2bf89de9f0/owner/transactions &verb=GET",,,,,,,"""management"" :: ""metrics"" :: ""top-consumers"" :: Nil",APIMethods310.scala
v3_1_0,getFirehoseCustomers,GET,/banks/BANK_ID/firehose/customers,Get Firehose Customers," Get Customers that has a firehose View. Allows bulk access to customers. User must have the CanUseFirehoseAtAnyBank Role ${urlParametersDocument(true, true)} ${userAuthenticationMessage(true)} ",FirehoseData; Customer,UseCustomerFirehoseAtAnyBank,BANK_ID,customerJSONs,customerJSONs,UnknownError,"""banks"" :: BankId(bankId):: ""firehose"" ::  ""customers"" :: Nil",APIMethods310.scala
v3_1_0,getBadLoginStatus,GET,/users/USERNAME/lock-status,Get User Lock Status, Get User Login Status. ${userAuthenticationMessage(true)} ,User,ReadUserLockedStatus,USERNAME,,,UserNotFound; UnknownError,"""users"" :: username::  ""lock-status"" :: Nil",APIMethods310.scala
v3_1_0,unlockUser,PUT,/users/USERNAME/lock-status,Unlock the user, Unlock a User. (Perhaps the user was locked due to multiple failed login attempts) ${userAuthenticationMessage(true)} ,User,UnlockUser,USERNAME,,,UserNotFound; UnknownError,"""users"" :: username::  ""lock-status"" :: Nil",APIMethods310.scala
v3_1_0,callsLimit,PUT,/management/consumers/CONSUMER_ID/consumer/call-limits,Set Rate Limiting (call limits) per Consumer, Set the API rate limiting (call limits) per Consumer: Call limits can be set: Per Second Per Minute Per Hour Per Week Per Month ${userAuthenticationMessage(true)} ,Consumer,SetCallLimits,CONSUMER_ID,,,UpdateConsumerError; ConsumerNotFound; UnknownError,"""management"" :: ""consumers"" :: consumerId :: ""consumer"" :: ""call-limits"" :: Nil",APIMethods310.scala
v3_1_0,getCallsLimit,GET,/management/consumers/CONSUMER_ID/consumer/call-limits,Get Call Limits for a Consumer, Get Calls limits per Consumer. ${userAuthenticationMessage(true)} ,Consumer,SetCallLimits,CONSUMER_ID,,,UpdateConsumerError; ConsumerNotFound; UnknownError,"""management"" :: ""consumers"" :: consumerId :: ""consumer"" :: ""call-limits"" :: Nil",APIMethods310.scala
v3_1_0,checkFundsAvailable,GET,/banks/BANK_ID/accounts/ACCOUNT_ID/VIEW_ID/funds-available,Check Available Funds,Check Available Funds Mandatory URL parameters: * amount=NUMBER * currency=STRING ,,,BANK_ID; ACCOUNT_ID; VIEW_ID,,,,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ViewId(viewId) :: ""funds-available"" :: Nil",APIMethods310.scala
v3_1_0,getConsumer,GET,/management/consumers/CONSUMER_ID,Get Consumer,Get the Consumer specified by CONSUMER_ID. ,Consumer,GetConsumers,CONSUMER_ID,consumerJSON,,ConsumerNotFound; UnknownError,"""management"" :: ""consumers"" :: consumerId :: Nil",APIMethods310.scala
v3_1_0,getConsumersForCurrentUser,GET,/management/users/current/consumers,Get Consumers (logged in User),Get the Consumers for logged in User. ,Consumer,GetConsumers,,,,UnknownError,"""management"" :: ""users"" :: ""current"" :: ""consumers"" :: Nil",APIMethods310.scala
v3_1_0,getConsumers,GET,/management/consumers,Get Consumers,"Get the all Consumers. ${userAuthenticationMessage(true)} ${urlParametersDocument(true, true)} ",Consumer,GetConsumers,,,,UnknownError,"""management"" :: ""consumers"" :: Nil",APIMethods310.scala
v3_1_0,createAccountWebhook,POST,/banks/BANK_ID/account-web-hooks,Create an Account Webhook,Create an Account Webhook $accountWebHookInfo ,,CreateWebhook,BANK_ID,,,,"""banks"" :: BankId(bankId) :: ""account-web-hooks"" :: Nil",APIMethods310.scala
v3_1_0,enableDisableAccountWebhook,PUT,/banks/BANK_ID/account-web-hooks,Enable/Disable an Account Webhook,Enable/Disable an Account Webhook $accountWebHookInfo ,,UpdateWebhook,BANK_ID,,,,"""banks"" :: BankId(bankId) :: ""account-web-hooks"" :: Nil",APIMethods310.scala
v3_1_0,getAccountWebhooks,GET,/management/banks/BANK_ID/account-web-hooks,Get Account Webhooks,"Get Account Webhooks. Possible custom URL parameters for pagination: ${urlParametersDocument(false, false)} * account_id=STRING (if null ignore) * user_id=STRING (if null ignore) ",,GetWebhooks,BANK_ID,configurationJSON,,,"""management"" :: ""banks"" :: BankId(bankId) ::""account-web-hooks"" :: Nil",APIMethods310.scala
v3_1_0,config,GET,/config,Get API Configuration,Returns information about: * The default bank_id * Akka configuration * Elastic Search configuration * Cached functions,,GetConfig,,configurationJSON,,UnknownError,"case ""config"" :: Nil JsonGet",APIMethods310.scala
v3_1_0,getAdapterInfo,GET,/adapter,Get Adapter Info,Get basic information about the Adapter. ${userAuthenticationMessage(true)} ,Api,GetAdapterInfo,,,,UnknownError,"case ""adapter"" :: Nil JsonGet",APIMethods310.scala
v3_1_0,getTransactionByIdForBankAccount,GET,/banks/BANK_ID/accounts/ACCOUNT_ID/VIEW_ID/transactions/TRANSACTION_ID/transaction,Get Transaction by Id,Returns one transaction specified by TRANSACTION_ID of the account ACCOUNT_ID and [moderated](#1_2_1-getViewsForBankAccount) by the view (VIEW_ID). ${userAuthenticationMessage(false)} Authentication is required if the view is not public. ,Transaction,,BANK_ID; ACCOUNT_ID; TRANSACTION_ID; VIEW_ID,createTransactionJSON,,BankAccountNotFound; ViewNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ViewId(viewId) :: ""transactions"" :: TransactionId(transactionId) :: ""transaction"" :: Nil",APIMethods310.scala
v3_1_0,getTransactionRequests,GET,/banks/BANK_ID/accounts/ACCOUNT_ID/VIEW_ID/transaction-requests,Get Transaction Requests.,"Returns transaction requests for account specified by ACCOUNT_ID at bank specified by BANK_ID. The VIEW_ID specified must be 'owner' and the user must have access to this view. Version 2.0.0 now returns charge information. Transaction Requests serve to initiate transactions that may or may not proceed. They contain information including: * Transaction Request Id * Type * Status (INITIATED, COMPLETED) * Challenge (in order to confirm the request) * From Bank / Account * Details including Currency",PSD2PIS; TransactionRequest,,BANK_ID; ACCOUNT_ID; VIEW_ID,transactionRequestWithChargeJSONs210,transactionRequestWithChargeJSONs210,BankNotFound; BankAccountNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""accounts"" :: AccountId(accountId) :: ViewId(viewId) :: ""transaction-requests"" :: Nil",APIMethods310.scala
v3_1_0,createCustomer,POST,/banks/BANK_ID/customers,Create Customer," The Customer resource stores the customer number (which is set by the backend), legal name, email, phone number, their date of birth, relationship status, education attained, a url for a profile image, KYC status etc. Dates need to be in the format 2013-01-21T23:08:00Z Note: If you need to set a specific customer number, use the Update Customer Number endpoint after this call. ${userAuthenticationMessage(true)} ",Person; Customer,CreateCustomer; CreateCustomerAtAnyBank,BANK_ID,,,UserNotFound; BankNotFound; CreateCustomerError; UnknownError,"""banks"" :: BankId(bankId) :: ""customers"" :: Nil",APIMethods310.scala
v3_1_0,getRateLimitingInfo,GET,/rate-limiting,Get Rate Limiting Info,Get information about the Rate Limiting setup on this OBP Instance such as: Is rate limiting enabled and active? What backend is used to keep track of the API calls (e.g. REDIS). Note: Rate limiting can be set at the Consumer level and also for anonymous calls. See the consumer rate limits / call limits endpoints. ${userAuthenticationMessage(true)} ,Api; RateLimits,,,,,UnknownError,"case ""rate-limiting"" :: Nil JsonGet",APIMethods310.scala
v3_1_0,getCustomerByCustomerId,GET,/banks/BANK_ID/customers/CUSTOMER_ID,Get Customer by CUSTOMER_ID,Gets the Customer specified by CUSTOMER_ID. ${userAuthenticationMessage(true)} ,Customer,GetCustomer,BANK_ID; CUSTOMER_ID,,,UserCustomerLinksNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customers"" :: customerId :: Nil",APIMethods310.scala
v3_1_0,getCustomerByCustomerNumber,POST,/banks/BANK_ID/customers/customer-number,Get Customer by CUSTOMER_NUMBER,Gets the Customer specified by CUSTOMER_NUMBER. ${userAuthenticationMessage(true)} ,Customer; Kyc,GetCustomer,BANK_ID,,,UserCustomerLinksNotFound; UnknownError,"""banks"" :: BankId(bankId) :: ""customers"" :: ""customer-number"" :: Nil",APIMethods310.scala
v3_1_0,createUserAuthContext,POST,/users/USER_ID/auth-context,Create User Auth Context,Create User Auth Context. These key value pairs will be propagated over connector to adapter. Normally used for mapping OBP user and Bank User/Customer. ${userAuthenticationMessage(true)} ,User,CreateUserAuthContext,USER_ID,,,CreateUserAuthContextError; UnknownError,"""users"" :: userId ::""auth-context"" :: Nil",APIMethods310.scala
v3_1_0,getUserAuthContexts,GET,/users/USER_ID/auth-context,Get User Auth Contexts,Get User Auth Contexts for a User. ${userAuthenticationMessage(true)} ,User,,USER_ID,,,UnknownError,"""users"" :: userId :: ""auth-context"" :: Nil",APIMethods310.scala
v3_1_0,deleteUserAuthContexts,DELETE,/users/USER_ID/auth-context,Delete User's Auth Contexts,Delete the Auth Contexts of a User specified by USER_ID. ${userAuthenticationMessage(true)} ,User,DeleteUserAuthContext,USER_ID,,,UnknownError,"""users"" :: userId :: ""auth-context"" :: Nil",APIMethods310.scala
v3_1_0,deleteUserAuthContextById,DELETE,/users/USER_ID/auth-context/USER_AUTH_CONTEXT_ID,Delete User Auth Context,Delete a User AuthContext of the User specified by USER_AUTH_CONTEXT_ID. ${userAuthenticationMessage(true)} ,User,DeleteUserAuthContext,USER_ID; USER_AUTH_CONTEXT_ID,,,UnknownError,"""users"" :: userId :: ""auth-context"" :: userAuthContextId :: Nil",APIMethods310.scala
